"Titel","Omschrijving","datum","begin","einde","Plaats","Indoor","deelnemers"
"Armoede is een troef","Arme biotopen vertonen een rijke biodiversiteit. Alleen daar waar de economisch gedreven mens zich bemoeit, verarmt de natuur drastisch. Ingang via Plantentuin",23/07/2011,"09:00","12:00","Museum voor Dierkunde, Karel Lodewijk Ledeganckstraat 35, Gent",0,50
"Gent op z'n kookpunt (zoektocht zonder gids)","Wat zat er vroeger in de kookpot? Waarom gebruiken we eigenlijk bestek? Hoe ontstond Gentse waterzooi?   Boekje te koop bij Kunstglasramen Mestdagh, Drabstr. 2",23/07/2011,"00:00","00:00","Korenlei 1, Gent",0,50
"Kantdemonstraties door de kantclub Sint-Katelijne","Stropkant, Cluny, florence, Russische kant, moderne kant, bloemwerk, duchesse kant of Vlaamse kant: de leden van de kantclub hebben het allemaal in hun vingers!",22/07/2011,"10:00","12:00","Het Huis van Alijn, Kraanlei 65, Gent",0,1000
"Crimineel Wijs","We exploreren onze duistere kant en verliezen ons in verhalen over misdaad, recht en onrecht. Verhalen van vroeger en nu over folteringen en terechtstellingen, merkwaardige rechtszaken en mysterieuze verdwijningen. Bloederig drankje inbegrepen!",19/07/2011,"17:00","19:00","Infostand Vizit, Corduwaniersstraat 4, Gent",0,50
"Tentoonstelling : "" Spiegeltje spiegeltje aan de wand...""","Een tentoonstelling waarbij we teruggaan naar het jaar 1925.Een presentatie uit de collectie van handgemaakte kleren en fantastische hoeden van Vivien Delbaere.",24/07/2011,"14:00","17:00","School van Toen, Klein Raamhof 8, Gent",0,50
"Grote Gentse Feesten wedstrijd","Via hints die her en der op ons terrein te vinden zijn, leer je meer over de geschiedenis van Malawi en kan je meedoen aan onze grote Gentse Feesten wedstrijd.",20/07/2011,"13:00","19:00","Wolterslaan 16, Sint-Amandsberg",0,50
"Damiaan","Jo Decaluwe speelt ‘Damiaan”, een zeer persoonlijke visie op deze man van inzet, geloof, moed, tegenslag, succes.",23/07/2011,"11:00","12:10","Tinnenpot, Tinnenpotstraat 21, Gent",1,50
"Heksensoep","Sprookje bewerkt met het Gentse Pierke",23/07/2011,"15:00","16:30","Kusnthal Sint-Pietersabdij, Sint-Pietersplein 9, Gent",1,1000
"50 jaar mensen in de ruimte (30 jaar Space Shuttle)","In 2011 vieren we 50 jaar bemande ruimtevaart en 30 jaar Space Shuttle. Daarom is er op de volkssterrenwacht een thema-tentoonstelling uitgewerkt die terugblikt op deze historische gebeurtenissen. U krijgt extra uitleg tijdens een geleid bezoek.",22/07/2011,"14:00","15:30","UGent-Volkssterrenwacht Armand Pien, Gezusters Lovelingstraat , Gent",1,50
"Cabaret Best","Na Cabaret één, Cabaret-wee, Cabaret-te-rie, Cabaret Fier en Cabaret de Vijfde sluiten ze hun jarenlange samenwerking af met Cabaret Best. Elk van de acteurs brengt twee van hun favoriet nummers uit de voorbije jaren. En ze zingen ook!",16/07/2011,"19:30","21:10","Tinnenpot, Tinnenpotstraat 21, Gent",0,1000
"Tu Fawning (V.S.)","Club Handelsbeurs",22/07/2011,"22:50","23:50","Kouter, Kouter , Gent",0,10000
"Helderziende Dominique Delaunoy","Geeft inzicht via kaartleggen - terug in balans brengen via Bachbloesems - Controle negatieve energie & entiteiten via pendel - Info omtrent esoterische cursussen.",20/07/2011,"14:00","00:00","HETEKOEKJE, Bennesteeg 1-3, Gent",1,50
"Chansons à la carte met Guido Belcanto en Derek","Van Derek weten we al langer dat hij graag in het Frans zingt, maar dat ook Guido Belcanto een zwak heeft voor het Franse lied is een groter geheim! Samen met muzikanten Yves Meersschaert en Mario Vermandel brengen ze hun favoriete Franstalige chansons.",21/07/2011,"17:30","19:00","Het Huis van Alijn, Kraanlei 65, Gent",0,1000
"Wie spreekt mijn gedachte","Acteur Kasper Vandenberghe (Zuidelijk Toneel, Ontroerend Goed, Jan Fabre) bewerkte een dertig jaar oude tekst van duivel-doet-al Jan Fabre tot een fascinerend schouwspel.",24/07/2011,"20:30","22:00","Bij' De Vieze Gasten, Haspelstraat 31, Gent",1,100
"Miljoenenkwartier - Herinnering aan 1913","Als een woonwijk dergelijke bijnaam krijgt is er iets aan de hand. Primeerde hier de luxe van de huizen, hun opvallende bouwstijl of de mondaine bewoners?",17/07/2011,"19:00","21:00","Voorzijde Sint-Pietersstation, Koningin Maria Hendrikaplein /, Gent",0,50
"De vijf zintuigen","De kinderen ontdekken de multiculturele wereld door op interactieve wijze gebruik te maken van hun vijf zintuigen: horen, zien, voelen, proeven, ruiken en zeker niet zwijgen. Onder leiding van pedagogisch geschoolde gidsen. Ouders ook welkom",21/07/2011,"14:00","16:00","Café Trefpunt, Bij Sint-Jacobs 18, Gent",0,50
"Naar den Congo!","'Naar den Congo!' geeft een overzicht van 100 jaar Broeders van Liefde in Congo. Het vertelt een verhaal van religieuze overtuiging en idealisme, diepe culturele barrières, opbouw en teloorgang, religieuzen en rebellen.",19/07/2011,"09:00","17:00","Museum Dr. Guislain, Jozef Guislainstraat 43, Gent",1,100
"Rondleidingen in Hotel d'Hane Steenhuyse","Uitzonderlijk kan het Hotel d'Hane Steenhuyse - een 18de-eeuws stadspaleis - onder begeleiding van een gids worden bezocht.",21/07/2011,"17:00","18:00","Hotel d'Hane Steenhuyse, Veldstraat 55, Gent",1,100
"Aan tafel met graaf Pierre Emmanuel d'Hane de Leeuwergem","Het publiek beleeft een dag uit het leven van de familie d'Hane de Leeuwergem en haar personeel in 1778.",17/07/2011,"19:30","21:30","Hotel d'Hane Steenhuyse, Veldstraat 55, Gent",1,50
"Tentoonstelling Orde van de Belleman","Alles over de Belleman",24/07/2011,"10:00","23:55","Novotel, Goudenleeuwplein 5, Gent",1,1000
"10 jaar Boombal met guests Klaas Delrue & Jorunn Bauweraerts","Waar Boombal 10 jaar geleden spontaan ontstond is het ondertussen uitgegroeid tot een nationaal dansfenomeen. Boombal viert dit jaar zijn 10de verjaardag en dat wordt een hedendaags volksfeest dat u niet mag missen!",21/07/2011,"01:00","03:00","Bij St - Jacobs Groot podium",0,50000
"CIE PELELE (Fr)","Tauromaquia",24/07/2011,"15:00","15:30","Binnenkoer Europees Figurenteatercentrum, Trommelstraat 1, Gent",1,1000
"Salsa Bachata - Arawi en Alina","Salsa Bachata met Arawi en Alina",20/07/2011,"19:00","20:00","Baudelopark Salsabar",0,50000
"Mathieu en Guillaume","Mathieu en Guillaume is een Vlaams zangduo, bestaande uit de broers Mathieu en Guillaume Engels. Ze werden bekend door hun deelname aan X-factor in 2008.",18/07/2011,"20:30","22:00","Korenmarkt ",0,5000
"S.A. MARIONETAS (Pt)","Dom Roberto",16/07/2011,"16:30","17:30","Korenmarkt, Korenmarkt zn, Gent",0,1000
"Few Bits","De songs van Few Bits worden gebracht met overtuiging, het geheel klinkt sferisch, soms ingetogen en intiem maar barst geregeld uit zijn voegen met rammelende gitaren, ziel en goesting.",20/07/2011,"19:00","20:00","Baudelopark Spiegeltent Baudelopark",0,50
"The Sore Losers","The Sore Losers is een Belgische rockband die werd opgericht in 2009. De band speelt rockmuziek met invloeden van folk, country en garage.",20/07/2011,"23:00","00:30","Bij St - Jacobs Groot podium",0,50000
"Dirk Bauters en Vanessa Chinitor","Sketches, zang, entertainment met bekende gezichten en tal van gastoptredens",24/07/2011,"13:30","17:30","St - Veerleplein ",0,50
"Sherlock Holmes in het Patershol","Zoektocht in 1 van Gents oudste en gezelligste wijken. Aan de hand van een leidraad, vragen en raadsels leer je het Patershol beter kennen.",22/07/2011,"00:00","00:00","Sint-Veerleplein /, Gent",0,50
"Jonge Wolven","Elke dag krijgen telkens twee kandidaten van de 18 een half uur de tijd om het publiek in vervoering te brengen. De winnaars worden bekend gemaakt op 25 juli en mogen dan een bisconcert afwerken!",18/07/2011,"22:00","22:30","Baudelopark Spiegeltent Baudelopark",0,50
"Walter De Buck & Groep","Walter De Buck opent de 42ste editie van de Gentse Feesten bij Sint-Jacobs.",16/07/2011,"20:00","21:00","Bij St - Jacobs Groot podium",0,50000
"The Dance Factory","The Dance Factory op de circusvloer.",22/07/2011,"15:00","18:00","Baudelopark Circusvloer",0,50000
"Zoektocht in het Miljoenenkwartier","Vandaag is het Miljoenenkwartier een mondaine woonwijk, net geen 100 jaar geleden was hier een Wereldtentoonstelling.",19/07/2011,"00:00","00:00","Kortrijksesteenweg /, Gent",0,50
"Koninklijke Harmonie Kunst Adelt - Zele: 'Kunst Adelt on the Rocks'","Koninklijke Harmonie Kunst Adelt - Zele: 'Kunst Adelt on the Rocks'",21/07/2011,"15:00","16:30","St - Baafsplein ",0,1000
"Tony en de hangmatten","Waanzin, humor, nederlandstalig. Drie woorden om dit te typeren. Hakkentuff! oftewel, iedereen de boom in en gas geven.",25/07/2011,"20:30","22:00","Korenmarkt ",0,5000
"Dirk Bauters en Vanessa Chinitor","Sketches, zang, entertainment met bekende gezichten en tal van gastoptredens",20/07/2011,"13:30","17:30","St - Veerleplein ",0,50
"Métamorphose - Compagnie Etre'Ange (FR)","‘Métamorphose’ is een voorstelling bestaande uit twee delen, twee solo’s waarin de metamorfose plaatsvindt. Ze laten een nieuw soort hiphop zien met een danser die bijna onmogelijke transformaties doet met zijn lichaam.",24/07/2011,"16:00","16:30","Spaanskasteelplein, Spaanskasteelplein , Gent",0,50
"Swingzapoppin","Met ""Swingzapoppin"" slaan Nomad Swing en The Dipsy Doodles de handen in elkaar en creëren een ludieke ambiance die u meevoert naar de sfeer van de Savoy Ballroom en de Cotton Club uit de jaren '30-'40, Harlem, NY.",18/07/2011,"20:00","21:00","Bij St - Jacobs Groot podium",0,50000
"Vlaanderen Zingt met Arte Musicale","Meezingfeest met gekende liederen onder begeleiding van het koor Arte Musicale",16/07/2011,"19:00","22:30","St - Baafsplein ",0,5000
"Gemeenschappelijke dans","Gemeenschappelijke dans",21/07/2011,"15:50","16:05","Woodrow Wilsonplein ",0,50
"Elke stap telt!","Zoektocht door het centrum van Gent, met de stappenteller in je voetspoor.",24/07/2011,"10:00","18:00","Belfort, Sint-Baafsplein , Gent",0,50
"Hard To Handle","Dance, Disco, Pop-rock. Een sterk vernieuwend cover concept, gebracht door een zeer goede groep. En, beter dan een Deejay!!!",18/07/2011,"23:30","02:30","Groentenmarkt Groot Podium, www.vzwhappydays.be",0,5000
"The Green Onions","Uitzonderlijk goede groep die een late sixties party experience brengt!! 60’s Pop-Rock.",18/07/2011,"20:00","22:45","Groentenmarkt Groot Podium, www.vzwhappydays.be",0,5000
"Ambachtenmarkt met Lounge terras","Op deze markt kan u de kraampjes vinden van de ambachtenlieden met juwelen, houten speelgoed, leder bewerken, vilt... dit iedere dag tot 24u. Er is een lounge terras voorzien om eventjes te rusten en een drankje te nuttigen.",21/07/2011,"12:00","00:00","Maaseikstraat ",0,1000
"Camping Vlasmarkt","Trouwfeest met Dj's Gayrald, Tisj El Boucho & AmbeiJoris",24/07/2011,"23:00","05:55","Vlasmarkt ",0,5000
"Derek invite Lady Angelina, Vera Coomans, Jokke Schreurs","3 bezielde muzikanten in een warme harmonie van manouchegitaar, accordeon, klarinet en zingende zaag: à la Francaise!",17/07/2011,"21:45","00:30","Beverhoutplein ",0,1000
"OUF C'EST OUPS (Fr)","La Galère",20/07/2011,"15:00","16:00","Veldstraat, Veldstraat zn, Gent",0,1000
"Bal Populaire - Dim & Sloggi","Bal Populaire met Dim & Sloggi.",16/07/2011,"23:30","05:00","Baudelopark Dansvloer - podium",0,50000
"Wim Boussery & Tom Decuyper - Pasion Latina vzw","Wim Boussery & Tom Decuyper van Pasion Latina vzw.",20/07/2011,"20:00","22:00","Baudelopark Salsabar",0,50000
"CIE PELELE (Fr)","Tauromaquia",24/07/2011,"18:30","19:00","Binnenkoer Europees Figurenteatercentrum, Trommelstraat 1, Gent",0,1000
"Salsa L.A. - Mareike & David Maes","Salsa L.A. met Mareike & David Maes.",17/07/2011,"19:00","20:00","Baudelopark Salsabar",0,50000
"Boombal met Djerrald","Boombals zijn sociale dansfeesten die elke keer opnieuw zieltjes overtuigen door de combinatie van moderne live folkmuziek en een gemoedelijke sfeer op de dansvloer. Boombal is een hedendaags volksfeest, eentje dat u niet mag missen!",19/07/2011,"21:30","23:30","Baudelopark Dansvloer - podium",0,50000
"Dansinitiatie Boombal","Dansinitiatie Boombal in het Baudelopark.",20/07/2011,"20:00","21:00","Baudelopark Dansvloer - podium",0,5000
"Fatback Brass Band","Fatback Brass Band is een nieuw akoestisch hiphiporkest. De elfkoppige band speelt eigen composities en bewerkingen van bestaande songs. De beats zijn dansbaar, de melodieën soms sfeervol, soms opzwepend.",16/07/2011,"22:00","23:30","Baudelopark Dansvloer - podium",0,50000
"Salsa Cubana - Wim el Guapo","Salsa Cubana met Wim el Guapo.",23/07/2011,"19:00","20:00","Baudelopark Salsabar",0,50
"Aardvark en de Zandmannen","Aardvark neemt u mee op een trip naar La Flandre profonde. De belangrijkste troeven van Aardvark zijn: muzikaliteit, innerlijke schoonheid en interactie met de levende lijven. De Zandmannen zijn klasse muzikanten.",17/07/2011,"23:00","00:00","Baudelopark Spiegeltent Baudelopark",0,50
"Ace an the Jokers","Live cover-band !!!",24/07/2011,"21:00","01:00","St - Veerleplein ",0,50
"Sherlock Holmes in het Patershol","Zoektocht in 1 van Gents oudste en gezelligste wijken. Aan de hand van een leidraad, vragen en raadsels leer je het Patershol beter kennen.",21/07/2011,"00:00","00:00","Sint-Veerleplein /, Gent",0,50
"Zoektocht in Portus Ganda - meer dan water alleen","Deze zoektocht leidt je van de oudste nederzetting naar de nieuwste haven van de stad.",23/07/2011,"00:00","00:00","Oude Beestenmarkt /, Gent",0,50
"Elke stap telt!","Zoektocht door het centrum van Gent, met de stappenteller in je voetspoor.",17/07/2011,"10:00","18:00","Belfort, Sint-Baafsplein , Gent",0,50
"Jughurta & Martine - Verenigde dansscholen Gent","Jughurta & Martine van Verenigde dansscholen Gent.",19/07/2011,"20:00","22:00","Baudelopark Salsabar",0,50000
"Schlagerparade - tribute to Eddy Wally","Schlagerparade met Sha-Na, Lisa Del Bo, Marina Wally, The Sunsets , Sam Gooris, ...",19/07/2011,"19:00","23:30","St - Baafsplein ",0,10000
"Timur Und Seine Kleine Mannschaft","Voor de gelegenheid brengt pianist Timur Sergeyenia klassieke muziek samen met jongeren.",24/07/2011,"16:00","18:00","Bij St - Jacobs Groot podium",0,50000
"Zoektocht in Portus Ganda - meer dan water alleen","Deze zoektocht leidt je van de oudste nederzetting naar de nieuwste haven van de stad.",17/07/2011,"00:00","00:00","Oude Beestenmarkt /, Gent",0,50
"Sherlock Holmes in het Patershol","Zoektocht in 1 van Gents oudste en gezelligste wijken. Aan de hand van een leidraad, vragen en raadsels leer je het Patershol beter kennen.",16/07/2011,"00:00","00:00","Sint-Veerleplein /, Gent",0,50
"Elke stap telt!","Zoektocht door het centrum van Gent, met de stappenteller in je voetspoor.",25/07/2011,"10:00","18:00","Belfort, Sint-Baafsplein , Gent",0,50
"CONFLICTEN: In de Sporen van de Reformatie.","Herinneringen aan de woelige 16de eeuw: het Ryhovesteen en de Calvinistische Republiek, het Pand en de Beeldenstormers, het stadhuis en de Pacificatie van Gent. Brandstapels en terechtstellingen op de Vrijdagmarkt en het Veerleplein. Res. niet nodig.",20/07/2011,"10:00","12:00","Zandberg -, Gent",0,50
"Polé Polé - Dag 1","Concerten en after party",16/07/2011,"15:00","23:55","Korenlei - Graslei ",0,50000
"Jeugdcircusfestival","Het Jeugdcircusfestival viert zijn 10de editie! Wat begon als een kleinschalig initiatief voor en door jongeren, is uitgegroeid tot een pittig familiefestival van het Circuscentrum en een vaste waarde binnen de Gentse Feesten.",17/07/2011,"15:00","19:00","Baudelopark Circusvloer",0,50000
"Derek invite Rony Verbiest Trio","Rony Verbiest (bandoneon), Hans Van Oost (gitaar), Mario Vermandel (contrabas) spelen hun nieuwe cd   “ Time of The Doves “. Bolero - Walza - Passo Doble – Tango. Instrumentale liedjes die zullen overvloeien in Frans chanson.",20/07/2011,"21:45","00:30","Beverhoutplein ",0,50
"Va Fan Fahre","Va Fan Fahre is opgericht in maart 2003. Langzaamaan begon de band eigen nummers te schrijven, waarbij ze doorheen de Balkan Brass andere wereldmuziekinvloeden begonnen te weven.",25/07/2011,"23:00","00:30","Bij St - Jacobs Groot podium",0,50000
"Renée Van Bavel","Renee van Bavel zingt en schrijft over verlangen, dat wat je hoopt en droomt en daar waar je bang voor bent, je teleurstelt en waar je genadeloos tegen aanloopt. In al haar/hun mooi en lelijkheid.",19/07/2011,"22:00","23:00","François Laurentplein ",0,50
"Wim Boussery & Tom Decuyper - Pasion Latina vzw","Wim Boussery & Tom Decuyper van Pasion Latina vzw.",23/07/2011,"20:00","22:00","Baudelopark Salsabar",0,50000
"Congo - Gent en weer terug.","Het jongetje Sakala  werd door Lieven Van de Velde uit Congo meegebracht. Hij ging hier naar school en keerde daarna terug naar huis. Toch is hij hier nog: hij kijkt uit over het Citadelpark en vertelt ons zijn verhaal.",24/07/2011,"10:30","12:30","Bij het standbeeld van Koning Boudewijn, Citadelpark , Gent",0,50
"Darrick Wood School","Darrick Wood School",23/07/2011,"15:00","16:00","St - Baafsplein ",0,1000
"Jellyface Band - rockcovers","Met rockcovers om u tegen te zeggen !!!",25/07/2011,"18:00","20:00","St - Veerleplein ",0,50
"Foor","Foor",22/07/2011,"14:00","00:00","Vrijdagmarkt ",0,50
"Zoektocht in het Miljoenenkwartier","Vandaag is het Miljoenenkwartier een mondaine woonwijk, net geen 100 jaar geleden was hier een Wereldtentoonstelling.",18/07/2011,"00:00","00:00","Kortrijksesteenweg /, Gent",0,50
"De geschiedenis van Gent: een samenvatting","Deze wandeling geeft in een beknopt bestek een overzicht van de geschiedenis van Gent vanaf haar onstaan tot de Wereldtentoonstelling van 1913.",25/07/2011,"14:00","15:30","Nederpolder 2, Gent",0,50
"BENCE SARKADI (Hu)","Hamlet",23/07/2011,"14:30","15:00","Trommelstraat, aan Europees Figurentheatercentrum, Trommelstraat 1, Gent",0,1000
"Gregor Wollny - Gregor Wollny (DE)","Gregor Wollny is clown, mimespeler en jongleur die zijn acties voor zich laat spreken. Deze hartverwarmende en klunzige clown weet zeker uw aandacht te trekken!",22/07/2011,"19:30","20:00","Sint-Baafssite, Gandastraat, Gandastraat , Gent",0,50
